0,-0.1615769,-0.07602314,0.7392913
1,-0.164099,-0.07200888,0.7343696
2,-0.170577,-0.06271763,0.7226096
3,-0.1740471,-0.05488708,0.7157941
4,-0.1745825,-0.04418442,0.7129274
5,-0.1730332,-0.03635512,0.7142158
6,-0.1719486,-0.03146408,0.7158107
7,-0.1710347,-0.02157103,0.7173946
8,-0.1720263,-0.01647142,0.7161034
9,-0.1707039,-0.01083142,0.717997
10,-0.1695018,-0.007299133,0.7204636
11,-0.1482642,0.06128915,0.7430306
12,-0.1570755,0.0534385,0.7320871
13,-0.1633841,0.04823796,0.7241964
14,-0.1654533,0.02161627,0.725222
15,-0.1674985,0.0136072,0.7234213
16,-0.1448187,0.07046482,0.7465703
17,-0.1696215,0.03730807,0.7172694
18,-0.1685051,0.04146986,0.7181611
19,-0.1695712,0.00954362,0.7211626
20,-0.1677755,0.02701585,0.7213326
21,-0.1698703,0.03339095,0.7175169
22,-0.1706434,0.00527066,0.7203422
23,-0.1658784,0.02409863,0.7243193
24,-0.1460159,0.06486516,0.7456618
25,-0.1608513,0.05028094,0.7273798
26,-0.1662426,0.04532754,0.7206952
27,-0.1416084,0.0794339,0.7494415
28,-0.131431,0.1046529,0.7596174
29,-0.1154884,0.1260541,0.7783771
30,-0.1243573,0.1167697,0.7675706
31,-0.1691633,0.02983513,0.7190417
32,-0.165922,0.01817588,0.7249597
33,-0.1708687,-0.02692983,0.7176823
34,-0.1677096,-0.0673197,0.7279
35,-0.1511124,0.05870776,0.7394812
36,-0.1775638,0.005711913,0.8404871
37,-0.1832798,-0.01202551,0.8292525
38,-0.1888652,-0.05380934,0.7792503
39,-0.1886745,-0.05630179,0.765639
40,-0.1856823,-0.05967732,0.7724196
41,-0.1855109,-0.05716825,0.7877936
42,-0.1919972,-0.04200272,0.7447711
43,-0.1919798,-0.04897566,0.7529459
44,-0.1913239,-0.04681244,0.7860273
45,-0.189265,-0.03524815,0.7410232
46,-0.1937287,-0.03015126,0.7549995
47,-0.1950419,-0.03671297,0.7640539
48,-0.1876555,-0.05002658,0.7953725
49,-0.1901414,-0.02522562,0.7507349
50,-0.1968333,-0.02002926,0.772171
51,-0.1949401,-0.01597084,0.7621169
52,-0.1941467,-0.02925891,0.7987575
53,-0.1926614,0.01480791,0.7565333
54,-0.1862631,0.009662002,0.7545622
55,-0.1911521,-0.0028244,0.7587874
56,-0.1958996,-0.001631252,0.7630858
57,-0.1898389,-0.03361412,0.808513
58,-0.1878284,-0.03150553,0.7395008
59,-0.1911756,-0.0141336,0.7577584
60,-0.1865755,-0.0273488,0.738004
61,-0.1888909,-0.02222849,0.7494993
62,-0.184343,-0.01488783,0.7358429
63,-0.1879939,-0.01921066,0.7484053
64,-0.1888044,0.0272536,0.8148969
65,-0.1868896,-0.01852318,0.8223848
66,-0.1850924,-0.01186663,0.7465218
67,-0.1885608,-0.01162234,0.7547522
68,-0.1896612,-0.0130448,0.7563763
69,-0.1900715,-0.00305669,0.7577349
70,-0.1826265,-0.01061825,0.7355334
71,-0.1863335,-0.008724913,0.7520333
72,-0.1894045,-0.003310557,0.7556372
73,-0.1689749,0.04361905,0.7645931
74,-0.1713073,0.04092009,0.7614505
75,-0.1815318,-0.008492962,0.7362783
76,-0.1840208,-0.009534154,0.7456585
77,-0.1873366,-0.004583735,0.7524524
78,-0.1856038,0.006464321,0.7518054
79,-0.185521,0.008074321,0.7536861
80,-0.1809402,-0.007312335,0.7378047
81,-0.1836305,-0.00779679,0.7453529
82,-0.1854585,-0.007727377,0.7512684
