0,0.1152316,-0.07770203,0.7832853
1,0.1106589,-0.07659307,0.7779611
2,0.09976035,-0.07373594,0.7654381
3,0.09299174,-0.0698429,0.7573076
4,0.08874601,-0.06100075,0.7511228
5,0.08817968,-0.05285524,0.7492903
6,0.08834015,-0.04793228,0.7489423
7,0.0861806,-0.03906707,0.7458425
8,0.08363417,-0.03597923,0.7429605
9,0.08338577,-0.02989929,0.742017
10,0.08403137,-0.0258816,0.7425017
11,0.08965506,0.04610464,0.7371798
12,0.08235875,0.03233694,0.7318373
13,0.07710105,0.02308953,0.7278651
14,0.08253071,-0.0008614827,0.7378993
15,0.0821353,-0.00990583,0.7390566
16,0.09114862,0.05880707,0.7366124
17,0.07369835,0.009280935,0.7266434
18,0.07361715,0.01350609,0.7258281
19,0.08087994,-0.01510974,0.7386209
20,0.07867433,0.002166698,0.7331883
21,0.07461317,0.005898366,0.7282009
22,0.08083983,-0.01935428,0.7393214
23,0.0814492,0.001078919,0.7363603
24,0.09120749,0.05148716,0.7379165
25,0.07922678,0.02677006,0.7294871
26,0.07489491,0.01843417,0.7263256
27,0.09132185,0.06830881,0.7351473
28,0.09431848,0.09604108,0.7335309
29,0.1047266,0.1252337,0.7395263
30,0.09809723,0.1109977,0.7349662
31,0.07641545,0.003503751,0.7305499
32,0.08274729,-0.004449241,0.7387404
33,0.08799452,-0.04331138,0.7481953
34,0.1047016,-0.07508902,0.7711246
35,0.08728593,0.04147334,0.7354701
36,0.09002776,0.02820133,0.8519792
37,0.0889053,0.006822629,0.8494356
38,0.08909152,-0.04915167,0.8187614
39,0.08781958,-0.05682289,0.8066159
40,0.09274813,-0.05633181,0.8134413
41,0.09468298,-0.0482117,0.8268325
42,0.07739706,-0.0539308,0.7821297
43,0.08111186,-0.0561938,0.7929558
44,0.08575536,-0.04116598,0.8233384
45,0.07709897,-0.04898837,0.7742336
46,0.07381393,-0.04217516,0.7889126
47,0.07589668,-0.0433206,0.8008797
48,0.09159681,-0.03972547,0.831916
49,0.07450347,-0.0391311,0.7809496
50,0.07042166,-0.02903077,0.8033327
51,0.06954715,-0.03049601,0.7912565
52,0.07971697,-0.02303265,0.8298544
53,0.06423592,-0.002863225,0.7768283
54,0.06861001,-0.008525363,0.772788
55,0.06862058,-0.02021221,0.780545
56,0.06582104,-0.01729474,0.7872995
57,0.08648904,-0.02147042,0.8391383
58,0.07719766,-0.04567983,0.7708182
59,0.07143237,-0.0298648,0.7836921
60,0.07711295,-0.04216378,0.7677689
61,0.07469767,-0.03682385,0.7778918
62,0.07504287,-0.03128625,0.7604384
63,0.07453954,-0.03444168,0.7750639
64,0.06989427,0.03254873,0.8240055
65,0.08678367,-0.002382793,0.8461074
66,0.07518187,-0.02775463,0.7690828
67,0.07346573,-0.02834539,0.7785553
